tweets,processed_text,sentiment,predicted_sentiment,prediction_probability,top_topics,dataset
where is the closest @apple store to cleveland?,where is the closest store to cleveland?,0.0,0.0,0.7742982,"Topic 1, Topic 4",train
how long after the preorder date for the iphone 5s will i receive my iphone? @apple,how long after the preorder date for the iphon s will i receiv my iphone?,0.0,0.0,0.80977577,"Topic 5, Topic 6",train
@the_hiit_coach @weightsmate @apple it's similar to an existing app (called cardio guru interestingly). maybe apple have noticed this?,it similar to an exist app call cardio guru interestingly. maybehav notic this?,0.0,0.0,0.83044744,"Topic 4, Topic 5",train
"uk:  where to buy #iphone6, iphone 6 #plus, iphone 5s, iphone 5c, iphone 5, iphone 4s  #aapl","uk where to buy , iphon , iphon s, iphon c, iphon , iphon s",0.0,0.0,0.7712104,"Topic 6, Topic 1",train
apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,fibonacci technic level intraday updat,0.0,0.0,0.9816999,"Topic 4, Topic 1",train
it is such fucking horseshit that i have to install chrome just to watch @netflix on my mac. hey @apple when are you going to fix this?!??,it is such fuck horseshit that i have to instal chrome just to watch on my mac. hey when are you go to fix this?!??,-1.0,-1.0,0.99642426,"Topic 1, Topic 5",train
. @apple i don't think the '59' should be so close to the '00' when setting an alarm on an iphone. many times i have fallen victim to this.,. i dont think the should be so close to the when set an alarm on an iphone. mani time i have fallen victim to this.,-1.0,-1.0,0.7182837,"Topic 6, Topic 5",train
you'll be back in my life soon @apple,youll be back in my life soon,1.0,-1.0,0.40980142,"Topic 4, Topic 6",train
apple antitrust case hangs in the balance -  @apple #antitrust #wow #ipod,antitrust case hang in the balanc,0.0,0.0,0.9425375,"Topic 3, Topic 2",train
@apple - please send @boydscot and iphone rush delivery so i can snap chat him. kthanks ??????,pleas send and iphon rush deliveri so i can snap chat him. kthank ??????,0.0,0.0,0.5406499,"Topic 6, Topic 5",train
block trade detected in #aapl,block trade detect in,0.0,0.0,0.61756796,"Topic 6, Topic 3",train
attn @apple :  buy these guys &amp; make #appletv what it should be. 'fan tv' heads for the exit    via @pkafka,attn buy these guy make what it should be. fan tv head for the exit via,0.0,0.0,0.7714727,"Topic 4, Topic 5",train
worst thing i ever did was update the software on my computer. this update is trash @apple,worst thing i ever did wa updat the softwar on my computer. thi updat is trash,-1.0,-1.0,0.7155504,"Topic 2, Topic 1",train
@dustynmichael got enough @apple  products? ,got enough products?,0.0,0.0,0.70067096,"Topic 1, Topic 5",train
real tired of my charger breaking every month @apple,real tire of my charger break everi month,-1.0,-1.0,0.9703523,"Topic 1, Topic 3",train
"rt @b30wu1f2: @mrbeagleman @apple  if starbucks shuts down, anon is decimated","if starbuck shut down, anon is decim",0.0,0.0,0.778201,"Topic 1, Topic 5",train
#aapl:apple heads to trial with steve jobs as a witness...,head to trial with steve job as a witness...,0.0,0.0,0.940409,"Topic 4, Topic 2",train
dan nathan: how to profit from apple stock?  $aapl #aapl ,dan nathan how to profit fromstock?,0.0,0.0,0.83161443,"Topic 5, Topic 2",train
what is homekit? soon you'll control your home with your iphone $aapl #aapl ,what is homekit? soon youll control your home with your iphon,0.0,0.0,0.7985103,"Topic 3, Topic 6",train
"these days, @apple is more like a fashion label than an electronics company   via @qz","these days, is more like a fashion label than an electron compani via",0.0,0.0,0.854632,"Topic 4, Topic 5",train
jmp raises #apple price target to street-high $150 on 'exceptionally strong: apple insider: #aapl: 115.49 (-0.... ,jmp rais price target to streethigh on except stronginsid . ....,0.0,0.0,0.9412316,"Topic 3, Topic 2",train
rt @smartoutsource1: steve wozniak calls @apple's legendary garage 'a bit of a myth' ,steve wozniak call s legendari garag a bit of a myth,0.0,0.0,0.9296108,"Topic 4, Topic 2",train
guys invent something that can make me feel @ghostt_gaming's beard over the internet already please @microsoft @google @apple @anyone,guy invent someth that can make me feel s beard over the internet alreadi pleas,0.0,0.0,0.63153106,"Topic 3, Topic 4",train
first to own 2600 digital languages ip is new leader of the internet. terms based on performance! .@apple .@samsung ,first to own digit languag ip is new leader of the internet. term base on performance! . .,1.0,0.0,0.4101224,"Topic 1, Topic 2",train
#aapl providing another great entry point &lt; $115,provid anoth great entri point lt,1.0,1.0,0.6291099,"Topic 1, Topic 6",train
@7evenstarz @apple it is paving the way to 64 bit mobile future. the s model is the perfect time to make this transition.,it is pave the way to bit mobil future. the s model is the perfect time to make thi transition.,0.0,0.0,0.6362777,"Topic 1, Topic 4",train
"this is what we waited for re: iphone 5s? ""where's the beef?""    is it just the 64bit and upgraded camera and colors? i do expect more @apple.",thi is what we wait for re iphon s? where the beef? is it just the bit and upgrad camera and colors? i do expect more .,-1.0,-1.0,0.7131668,"Topic 2, Topic 4",train
here are the top apps for the iphone according to @apple  #technologya,here are the top app for the iphon accord to,0.0,0.0,0.7737029,"Topic 6, Topic 4",train
debunking one of #apple's biggest myths     #aapl,debunk one of s biggest myth,0.0,0.0,0.82775056,"Topic 2, Topic 6",train
rt @shuevey: fuck you @apple,fuck you,-1.0,-1.0,0.96554583,"Topic 5, Topic 3",train
fuck you @apple my phone has been searching for service for almost a complete day,fuck you my phone ha been search for servic for almost a complet day,-1.0,-1.0,0.9771213,"Topic 1, Topic 3",train
rt @sharksbeauty: so this is the surprise explanation behind the bending iphone 6?! @apple ,so thi is the surpris explan behind the bend iphon ?!,0.0,0.0,0.70977634,"Topic 2, Topic 5",train
#win a #new @apple @ipad mini 3 with an @itunes gift card! ,a mini with an gift card!,0.0,0.0,0.8735211,"Topic 2, Topic 1",train
@listen2lena 3x bonus airmiles @apple right now! #airmilesshops,x bonu airmil right now!,0.0,0.0,0.6442391,"Topic 2, Topic 5",train
#previoustweet @apple it also needs to simultaneously update my other paperwork/patient info #workingirl,it also need to simultan updat my other paperworkpati info,0.0,0.0,0.79138565,"Topic 1, Topic 5",train
"typo launches new iphone 6 keyboard, avoiding previous blackberry lawsuit [ios blog]  #aapl","typo launch new iphon keyboard, avoid previou blackberri lawsuit io blog",0.0,0.0,0.94674516,"Topic 5, Topic 6",train
"finally updated #iphone to ios 8 something, thanks @apple for more shit we don't need. #seriously, thanks a trillion. ","final updat to io something, thank for more shit we dont need. , thank a trillion.",-1.0,-1.0,0.9688035,"Topic 6, Topic 4",train
why has it been 24 hours since i started restoring from icloud and my apps still arent downloaded??? @apple #darnyouiphone,whi ha it been hour sinc i sta restor from icloud and my app still arent downloaded???,-1.0,-1.0,0.9292518,"Topic 1, Topic 3",train
i hate these @apple earphones so bad. why in the world did they think it was a good idea to p  ,i hate these earphon so bad. whi in the world did they think it wa a good idea to p,-1.0,-1.0,0.98360497,"Topic 4, Topic 3",train
have you pre-ordered your @apple #iphone5c today...   pic.twitter.com/8itaoafkp2,have you preorder your today... pic.twitter.comitaoafkp,0.0,0.0,0.81792396,"Topic 4, Topic 2",train
@apple #ios7..everybody get ready to experience a operating system that kills any jail break. absolutely incredible! @appletweets @applenws,..everybodi get readi to experi a oper system that kill ani jail break. absolut incredible!,1.0,0.0,0.36803043,"Topic 2, Topic 6",train
@lydiaslyfe @bionicbombshell @apple apple better get to working,better get to work,0.0,0.0,0.6371493,"Topic 2, Topic 5",train
@apple technology..is becoming very undesirable. these glitches are constantly stopping my from working,technology..i becom veri undesirable. these glitch are constantli stop my from work,-1.0,-1.0,0.85404366,"Topic 3, Topic 4",train
did you notice that @apple apps now say 'get' instead of 'free'? this change was due to alleged misleading labeling. ,did you notic that app now say get instead of free? thi chang wa due to alleg mislead labeling.,-1.0,0.0,0.5041026,"Topic 5, Topic 4",train
@briannaurie @apple their autocorrect is so shit too,their autocorrect is so shit too,-1.0,-1.0,0.89349794,"Topic 4, Topic 5",train
can we have 3-way calling on facetime calls and the ability to move between devices seamlessly @apple @timcook @god,can we have way call on facetim call and the abil to move between devic seamlessli,0.0,0.0,0.7919318,"Topic 6, Topic 5",train
@afrobugeisha @apple how if i'm an apple supporter,how if im ansuppo,0.0,0.0,0.7091856,"Topic 6, Topic 5",train
"hey @apple, why tf won't my iphone 5s recognize me?!??? pic.twitter.com/agel53hcjh","hey , whi tf wont my iphon s recogn me?!??? pic.twitter.comagelhcjh",-1.0,-1.0,0.9387703,"Topic 2, Topic 6",train
the stage is set at @apple #cwb for @edwardkb @lielaineyl @cc_nimbu @jethromullen vivien liu #instasavvy ,the stage is set at for vivien liu,0.0,0.0,0.79731345,"Topic 5, Topic 2",train
@fazenikan @apple haha switch to @android,haha switch to,-1.0,0.0,0.6041546,"Topic 5, Topic 6",train
dear apple this is the worse service ever @apple ,dearthi is the wors servic ever,-1.0,-1.0,0.68474877,"Topic 1, Topic 6",train
#apple earns more #profit in on quarter than #amazon has earned in its lifetime. @amazon @apple @wowfactz @dessytech ,earn more in on quaer than ha earn in it lifetime.,1.0,1.0,0.72386146,"Topic 6, Topic 3",train
of course the day that they announce the new @apple iphone my lock button randomly stops working. #iphone5problems,of cours the day that they announc the new iphon my lock button randomli stop working.,-1.0,-1.0,0.6448833,"Topic 4, Topic 5",train
can #ipad conquer the enterprise? only if @apple has the guts to license #ios: ,can conquer the enterprise? onli if ha the gut to licens,-1.0,0.0,0.6742559,"Topic 4, Topic 5",train
rt @jpdesloges: kantar worldpanel: iphone sales in october were 'huge' $aapl #aapl ,kantar worldpanel iphon sale in octob were huge,1.0,0.0,0.67343974,"Topic 1, Topic 6",train
god dammit fuck you @apple,god dammit fuck you,-1.0,-1.0,0.96554583,"Topic 3, Topic 5",train
@apple yh news apple stock falls as analysts boo iphone 5c pricing: apple stock (nasdaq: aapl) is in a near fr...  ,yh newsstock fall as analyst boo iphon c pricingstock nasdaq is in a near fr...,0.0,0.0,0.768304,"Topic 3, Topic 4",train
"#verrÃ¬_cktes #gerÃ¬_cht: #iphone6s zum @apple [#apple] watch. (#wednesday, 3 #december) ","ckte cht zum watch. ,",0.0,0.0,0.88653874,"Topic 4, Topic 1",train
a #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo @apple @itune,a,0.0,0.0,0.778201,"Topic 5, Topic 6",train
rt @jpdesloges: apple to support a new franchise of 500 ios stores in india $aapl #aapl ,to suppoa new franchis of io store in india,0.0,0.0,0.83054245,"Topic 6, Topic 4",train
#edgf14 jane horvath (director of global #privacy @apple) is speaking,jane horvath director of global is speak,0.0,0.0,0.778201,"Topic 6, Topic 4",train
hey @apple: love ya but #applecare low-fi hold music is awful. would prefer to hear tips on using apple gear.  better use of my hold time.,hey love ya but lowfi hold music is awful. would prefer to hear tip on usinggear. better use of my hold time.,-1.0,-1.0,0.8399074,"Topic 3, Topic 5",train
that's what happened to my music! @apple deleted music from customers' ipods ,that what happen to my music! delet music from custom ipod,-1.0,-1.0,0.8959179,"Topic 1, Topic 3",train
"#forget @apple [#apple]'s #iphone and @samsungmobileus #samsung's galaxy, the #humble flip phone is back. (#frid... ","s and s galaxy, the flip phone is back. ...",-1.0,0.0,0.7145845,"Topic 5, Topic 3",train
whoever downgrades from a iphone 6 to a 5s obviously doesn't understand the extra 20% battery life. every morning my 5s is dead. @apple,whoever downgrad from a iphon to a s obvious doesnt understand the extra batteri life. everi morn my s is dead.,-1.0,-1.0,0.963906,"Topic 4, Topic 3",train
is apple inc. losing the $5 billion ed-tech market?  #aapl,isinc. lose the billion edtech market?,0.0,0.0,0.80839974,"Topic 5, Topic 2",train
"#aapl:buzz stocks: apple inc. (aapl), radioshack corporation, and delia's, i...","buzz stocksinc. , radioshack corporation, and delias, i...",0.0,0.0,0.778201,"Topic 5, Topic 6",train
who annoys me more @at&amp;t or @apple @samsungmobileus  here i come for a galaxy s5,who annoy me more t or here i come for a galaxi s,-1.0,-1.0,0.7959904,"Topic 6, Topic 4",train
@dimu4ever @timcook @apple help for wetin? lol,help for wetin? lol,0.0,0.0,0.7852839,"Topic 4, Topic 3",train
"barclays raises apple price target by 17% to $140, more here:      #aapl #barclays #stocks","barclay raisespric target by to , more here",0.0,0.0,0.86828977,"Topic 1, Topic 2",train
oh oui les nouveau iphone 5 lequel choisir? @apple,oh oui le nouveau iphon lequel choisir?,0.0,0.0,0.77240324,"Topic 5, Topic 4",train
#aapl:don't confuse morgan stanley decreasing apple's weighting by 1% with b...,dont confus morgan stanley decreas weight by with b...,0.0,0.0,0.78204507,"Topic 3, Topic 6",train
is apple the most important stock on earth?   #aapl ,isth most impoant stock on eah?,0.0,0.0,0.9205546,"Topic 2, Topic 4",train
idk if it's my phone or what ! ip6 ain't shit but problems. @apple fix this shit !!,idk if it my phone or what ! ip aint shit but problems. fix thi shit !!,-1.0,-1.0,0.9966382,"Topic 2, Topic 5",train
@apple to open new research site in japan - wsj #aapl ,to open new research site in japan wsj,1.0,0.0,0.72685266,"Topic 5, Topic 4",train
"rt @teamcavuto: protesters stage #diein protests in @apple store in nyc... is it me, or is this anger misplaced? retweet if you agree.","protest stage protest in store in nyc... is it me, or is thi anger misplaced? retweet if you agree.",0.0,0.0,0.8531694,"Topic 4, Topic 2",train
"#aapl:apple's iphone gained significant share in the us, japan, germany and ...","s iphon gain signific share in the us, japan, germani and ...",0.0,0.0,0.81260663,"Topic 6, Topic 4",train
