labels,tweets
1.0,"but i'm beyond thankful for the help @apple gave me today. computer was defective and they replaced it, while i just payed the difference"
0.0,"new ha blog post &gt;&gt;&gt; final #aapl #putcallratios for wednesday, december 3, 2014:  "
0.0,"#mkt final #aapl #putcallratios for wednesday, december 3, 2014:  "
0.0,shipping estimates for 27-inch retina imac improve to 1 to 2 weeks [mac blog]  #aapl
0.0,got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ...  
-1.0,if i fail poli sci because of this fucking laptop i'm suing @apple
1.0,got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #productred #aids #founda... 
0.0,"in world's first #applewatch hackathon, apps and challenges emerge  via @svbizjournal #aapl"
-1.0,wtf.. my phone is in do not disturb and i'm still getting notifications.. fix this shit @applebees @apple
-1.0,currently on hold with @apple in cupertino to try to set up a genius bar appointment in madrid #dontask
1.0,first tweet from my new @apple #iphone 6 plus. #newtoy
-1.0,you just did too much you asshole. @apple get your shit together.
-1.0,so @apple wouldn't fix my phone and claims that i didn't tell them to screen was fucked.
0.0,#aapl:did carl icahn cause a new private equity bubble?...
0.0,@apple ischool?  #education @applenws
0.0,"@apple can we always have the setting 'when i use the app' for location for apps, instead of just always and never?"
0.0,@apple y'all should put the apple symbol into the home button on yalls next device
-1.0,"#iphone6 users complain to @apple [#apple] about front. (#wednesday, 3 #december) "
0.0,"#verrì_cktes #gerì_cht: #iphone6s zum @apple [#apple] watch. (#wednesday, 3 #december) "
0.0,"how competition between wireless carriers benefits apple, inc.  #aapl"
0.0,jmp raises apple inc price target to $150 on 'exceptionally strong' demand for ...  #aapl
0.0,"final #aapl #putcallratios for wednesday, december 3, 2014 "
0.0,new post on my blog: got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red #pr... 
1.0,got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ...  
0.0,@l0lvivivuvu @sextsatan @apple and replied... #livingthedream ~ari
0.0,check out our founder @gernieb views on @apple &amp; @facebook #eggfreezing benefits for female engineers:  #womenintech
0.0,.@ikea channels @apple in a hilarious ad for its new catalog #bookbook via #time #ikea  
0.0,"our fda-cleared, smartphone-connected thermometer is now at @apple stores!  #holiday "
0.0,rt @applebees: @l0lvivivuvu @sextsatan @apple and replied... #livingthedream ~ari
-1.0,.@google trumps @apple in streaming media sales 
-1.0,apple secretly deleted ipod owners' songs downloaded from competing music services  #aapl
-1.0,"dear @apple,   why oh why do i have to baby sit copying files in the pos finder? it's not like copying files is hard. oh wait, it's you."
0.0,apple ceo tim cook comes out as gay @apple     via @posh360_net
-1.0,@apple please get yourself together! i need my products to work!
-1.0,"dear @apple,  now it's my fault that your pos macbook airquotes pro does not have fast ports. drop the pro in the future. #toycomputer"
-1.0,"@apple hi! a few days ago i purchase 2 ringtones and non of them appear on my phone or purchased, but they appear in my credit card"
0.0,@zoebread dps developments; welove #aapl-e and that new #retina screen ohai
1.0,@apple if you didnt make such good products i would boycott you forever
-1.0,"as the sun devils were making their 20-2 run on us, my phone called 4 people and hung up on them all on it's own. wtf! #iphoneissues @apple"
-1.0,#apple admits it deleted songs purchased through competing stores from ipods ... -  #aapl #realnetworks
-1.0,@unlvgirl @apple gotta switch to that android life #galaxy
1.0,"luv @apple #iphone i've had pretty much all the iphones. #3gs, #4 , #4s , #5c &amp;  #mobilephone  "
-1.0,"not happy @apple have caused this to happen through a #osx system update, still on mavericks @jetbrains "
0.0,@apple @jetbrains it only happened once - perhaps because i had no network? this is and was my setting : 
-1.0,@apple is becoming very petty about not allowing certain apple dev resources work in chrome.
-1.0,@paulyarns @beatsbydre @beatssupport @apple i agree about apple. their customer service is based on condescending employees treating
0.0,@paulyarns @beatsbydre @beatssupport @apple customers as a captive audience.
0.0,#win a #new @apple @ipad mini 3 with an @itunes gift card! 
-1.0,is there anything more maddening than notifications re-appearing with app upgrade? @apple
0.0,hey @apple let us get some star wars action on itunes.
0.0,we need an eye rolling emoji pronto @apple
0.0,rt @naugtae: we need an eye rolling emoji pronto @apple
-1.0,more* fuck you @iphone @apple
0.0,aw yeah! monarchywpb sticker to ride with @rhyot boommovement and @apple 
-1.0,#aapl:apple inc. (aapl) falls for week because of monday morning drop...
1.0,apple inc. ceo donates $291k to pennsylvania school district  #aapl
1.0,@apple runs the world..look around you
0.0,new questions in #mobile  #goog #googl #aapl #amzn #fb #ssnlf 
0.0,@apple patents system that changes the position of an iphone mid-air  #yay
-1.0,my fix for syncdefaultsd crashing every five minutes and losing preference settings: keep system preferences open @apple
-1.0,#ios8 upgrade creates #cutandpaste problems @apple not impressed. anyone else ha
-1.0,"@itunes @apple my music library wont sync new music etc, itunes tells me sync completed, nothing new uploaded,how do i fix this? frustrating"
-1.0,@apple fucking let everyone name the group chats their own things please and thanks
-1.0,.@andrewdmilam @winteknoc @apple @netflix @google you get 6ms ping. i get no connection. thanks @comcast 
-1.0,"@apple, yosemite needs a lot more testing. just hooked machine to thunderbolt display and was greeted with this. "
0.0,ironic that we're at a pr event (#mp15) talking about companies that don't need more people talking about them (@google @apple @facebook)
-1.0,how do i only have 12.7 gb used if my phone is 16 gb? @apple 
-1.0,@apple make some better chargers fam or make them cheaper cuz rn this ain't getting the job done
-1.0,has anyone figured out why @apple iphones randomly lose their contacts for a few hours for no reason? #wth
-1.0,how can my phone die while plugged in wtf @apple
-1.0,hey @apple @sprint i'm not a fan of your latest commercial!!
-1.0,how is 41 degrees nice weather @apple 
-1.0,@apple accused of deleting songs from #ipods without users' knowledge 
0.0,@pwilke @google @apple @facebook ughhhh can @uber just see itself out already.
-1.0,@google chrome books overtake @apple devices in the education market!  via @cnet
0.0,"#aapl:new, far-reaching apple patent reveals next iphone may demonstrate a c..."
0.0,alabama state representative to name anti-discrimination bill after tim cook -  #aapl #apple #timcook
0.0,@apple let me shake the phone to move the apps after double clicking the middle iphone button please
-1.0,over 1 hour on hold with @apple customer service trying to figure their messup o 
0.0,@apple why isn't there an otter emoji
0.0,@apple yh news apple patent could prevent cracked iphones: apple was awarded a patent for a gravity-defying ha...  
-1.0,rt @shuevey: fuck you @apple
0.0,type more than 100 words per minute with the new nintype keyboard for ios  #aapl
-1.0,iphone chargers can suck my ass @apple #disappointed
0.0,#russia could #ban #apple inc. #iphone for #lawmakers | @valuewalk  #aapl #tech  for reverse #security reasons
-1.0,aye forreal tho done w yo bs @apple
0.0,@patrickpaltrow @apple between 4 and 8
-1.0,"@apple, how does the word 'demographic' not have any synonyms attached in your dictionary application #incompetence"
-1.0,wtf @apple y'all shit be cheap. 
0.0,#aapl:alabama anti-discrimination bill to be named after apple's tim cook...
-1.0,rt @weewiii: wtf @apple y'all shit be cheap. 
0.0,"#win a #digital makeover #giveaway ! $1000 @apple gc,#ipad #macbook and more !  #pin"
0.0,@apple need to hurry up and make a middle finger emoji
-1.0,iphone battery life takes the piss sort it out @apple iphone #iphone #apple 
0.0,#aapl:bloomberg law: $1 billion antitrust suit against apple (audio)...
-1.0,"seriously wtf iphone. it's been fucking up all day, now it won't let me set my alarm for my 9:30 lecture. fkn @apple you can pay my tuition"
-1.0,'@jamesloera: @mariah_reagan true.. silly iphone' @apple get your life together
-1.0,rt @mariah_reagan: '@jamesloera: @mariah_reagan true.. silly iphone' @apple get your life together
-1.0,@apple u niggas really put this weak ass album n this gay ass artwork on my iphone? im bout to go buy my first galaxy 
-1.0,apple inc. fails app store trademark appeal  #aapl
-1.0,@apple removed songs from ipods without telling customers 
-1.0,@apple why is it that your iphone's alarm fails to work sometimes?? i missed 3 bonus points from a class because of this. sooooo annoyed
1.0,photo: amazing customer service today @apple. utc store. i worked form the store for several hours on... 
0.0,.@apple engineer makes printer from #lego  #makers 
-1.0,i'm so done with this piece of shit phone why doesn't it ever send me notifications when taylor tweets fuck u @apple
0.0,@brycehendersonn o wow @technology @stevejobs #gamergate  @ign  @machinima @gameinformer @apple #64megaherts  got me there
1.0,amazing customer service today @apple. utc store. i worked form the store for several hours on #tbjapodcast while... 
1.0,loving the os update for my mac! #yosemite @apple
0.0,rt @laur_va: .@apple engineer makes printer from #lego  #makers 
0.0,#aapl 115.93. dec1 #miniflash #crash 6.4% in one crazy minute w/ 6.7m shares. $ms downgrade to market weight &amp; trim its stock from 4% to 3%
-1.0,where's a freaking gelato emoji when you one? (cc: @apple)
-1.0,"oh @apple, how many feedback assistant messages do i have to send before you do anything about it?"
-1.0,@agiletortoise once again @apple is inconsistent with app rules to maintain their plausible deniability. sorry to hear that greg @draftsapp
1.0,.@apple has a 40% market share of uk smartphone market - driven by the iphone 6. great that over a third of sales were made in apple stores.
0.0,#aapl:alabama anti-discrimination bill to be named after apple ceo tim cook...
0.0,"#verrì_cktes #gerì_cht: #iphone6s zum @apple [#apple] watch. (#thursday, 4 #december) "
0.0,apple: quarter 2014q3 eps is $1.42. use it at #free app donkey stocks. #aapl 
-1.0,i thought this shit was suppose to be gorilla glass @apple
0.0,#aapl:update 1-alabama anti-discrimination bill to be named after apple's ti...
0.0,your osx built in @firefox #keylogger had been provided by @apple !! 
0.0,rt @_coredump: your osx built in @firefox #keylogger had been provided by @apple !! 
1.0,great @apple attachment means we can watch @walkleys awards via @abciview via my @ipad @mikecarlton01 @frankellyabc 
0.0,rt @_coredump: your osx built in @firefox #keylogger had been provided by @apple !! 
0.0,iphone 6 plus makes up 41% of large phone sales as iphone 6 leads ios devices [ios blog]  #aapl
-1.0,@duns4apple @sashametro @apple your definition of 'easy' is warped. thanks for the useless corporate speak.
0.0,the rise of #chromecast and the decline of @apple tv in one chart  via @qz
-1.0,"11am and 20% battery. die, @apple"
-1.0,@ee did that yesterday... again! told the issue was with @apple not @ee .this has just added to the worst 3 months of customer service ever!
0.0,@stevewoz new @apple patent anti grqvity will reorient phone at 0g when a drop is. detected to help protect saphire retina screen
-1.0,when is @apple going to stop producing these pieces of shit earphones? its about time for earphones that dont tangle! 
0.0,@stevewoz @apple this one got by me patent for apple anti gravity phone includes predictive programing. on drops 
0.0,"starbucks launches 'mobile order &amp; pay' for iphone in portland, national rollout coming in 2015 [ios blog]  #aapl"
0.0,#aapl:'fast money' recap: which stocks are struggling despite the rally?...
0.0,apple ceo tim cook comes out as gay @apple     via @posh360_net
